epoch,acc,acc_likelihood,loss,val_acc,val_acc_likelihood,val_loss
0,0.38625,0.313679932653904,2.008524215221405,0.8385,0.6858556936264039,0.5579153427124024
1,0.638125,0.5292793056368827,1.0682681787014008,0.8976,0.7870619537353516,0.3673939910531044
2,0.735,0.6259795922040939,0.8040841978788376,0.918,0.835161342716217,0.2898491043627262
3,0.7884375,0.6828011190891266,0.6593946331739425,0.9276,0.8677333814620972,0.2410866209924221
4,0.8034375,0.7124425011873246,0.6072578155994415,0.9412,0.8865103153228759,0.20504485617280008
5,0.831875,0.7508781200647354,0.49449807122349737,0.9469,0.9012540253639221,0.18060341540575028
6,0.859375,0.7702184516191483,0.4707062755525112,0.9496,0.9097995548248291,0.16769559949189425
7,0.8565625,0.7849822109937667,0.43657747879624365,0.9524,0.9156419305801392,0.15323048808723688
8,0.8653125,0.800864776968956,0.3988462322950363,0.9545,0.9204447996139526,0.150570428802073
9,0.8809375,0.8141330206394195,0.3776993355900049,0.9594,0.9294107917785644,0.13407187444865704
10,0.8915625,0.8246048539876938,0.3515151263773441,0.9616,0.9321833396911621,0.12693372425287963
11,0.9025,0.8382456648349762,0.31925440572202207,0.9559,0.9306178033828736,0.13452257606238127
12,0.91,0.8475502288341522,0.2941568747535348,0.9628,0.9416426717758178,0.11795912049226463
13,0.911875,0.8585651540756225,0.2803168367594481,0.9611,0.9419084350585938,0.11807578042373061
14,0.9115625,0.858058894276619,0.2777113066613674,0.96,0.9402995185852051,0.12263027157709003
15,0.9234375,0.8696787941455841,0.2558729398995638,0.9643,0.9459411584854126,0.11040166904032231
16,0.914375,0.8637363332509994,0.2858723372220993,0.9662,0.9493801942825317,0.10583575334027409
17,0.9184375,0.8735297131538391,0.25936377480626105,0.963,0.9452744166374206,0.11364173852615059
18,0.93,0.8839415568113327,0.21683705447241663,0.969,0.9527003464698791,0.10018315212316811
19,0.92875,0.8843166202306747,0.22169897262007,0.9685,0.9518976160049438,0.1008217740483582
20,0.93,0.8888871026039123,0.22732163056731225,0.9699,0.9540000192642212,0.09482710355930031
21,0.938125,0.8928158503770828,0.21072042183950543,0.9691,0.9543461877822876,0.10031044715130702
22,0.9296875,0.8954482865333557,0.1994393240660429,0.9692,0.9575742714881897,0.09523455258933827
23,0.93375,0.8967069065570832,0.2043267634510994,0.9677,0.9549205219268799,0.10040902533438056
24,0.9325,0.8949601531028748,0.2223043293878436,0.9658,0.9528462971687317,0.10413901091329754
25,0.943125,0.9048556846380233,0.19014497769996525,0.9704,0.9582359840393067,0.0913259635864757
26,0.9384375,0.9081293886899948,0.17897889137268067,0.9736,0.9613140529632568,0.0872529455122538
27,0.9421875,0.9106095844507217,0.181402350589633,0.9712,0.9605997195243835,0.09127809407319873
28,0.949375,0.9158460515737533,0.1518587590381503,0.9714,0.96074590549469,0.090678862924641
29,0.946875,0.9107120162248612,0.19112573381513356,0.9706,0.9592112157821655,0.0962629120794125
30,0.9484375,0.9172796565294266,0.16940636111423374,0.9739,0.9632654982566834,0.08447794628068805
31,0.95,0.9185134065151215,0.15527801154181362,0.9726,0.9623746414184571,0.08844909811066463
32,0.9553125,0.9229197585582734,0.15373573211953043,0.9731,0.963668112373352,0.0860823148292955
33,0.9453125,0.9157430344820022,0.17264570996165277,0.9734,0.9639436653137207,0.08645792762096971
34,0.9471875,0.9223582494258881,0.15398006362840533,0.9732,0.9651190710067749,0.08424029552312567
35,0.948125,0.9208570659160614,0.17141290256753564,0.9757,0.9671340090751648,0.0798187834830489
36,0.954375,0.9272416037321091,0.14450219412334264,0.9739,0.9650283725738525,0.08717062615030445
37,0.9503125,0.9264013463258743,0.14884988540783525,0.9748,0.9653416008949279,0.08736296501522883
38,0.95625,0.9293641191720963,0.13339932633563875,0.9764,0.9674062914848328,0.08061571922167204
39,0.9521875,0.928719373345375,0.14615450821816922,0.9729,0.9647757230758667,0.08940472274799831
40,0.9525,0.9277160209417343,0.14460630231536925,0.9739,0.9661229028701782,0.08431517530828714
41,0.9578125,0.9334456968307495,0.13116492135450245,0.974,0.9667875862121582,0.08289289419802372
42,0.9615625,0.9382105654478073,0.12492937583476305,0.9738,0.9658278354644776,0.08643116768975742
43,0.9571875,0.9348491555452347,0.13783281501848252,0.9736,0.9660288862228393,0.08617389230085537
44,0.955625,0.9322147619724274,0.14428733528591692,0.9741,0.9669186158180236,0.08246728121335618
45,0.9596875,0.9379442417621613,0.12097728827036917,0.9745,0.9666810321807862,0.0860452283390332
46,0.958125,0.9351020634174347,0.13622058819048108,0.9761,0.9689138504028321,0.07785771935821977
47,0.9621875,0.9385038554668427,0.12074404316954315,0.9712,0.9644079933166504,0.09378288171415916
48,0.9659375,0.9431059986352921,0.10619369016960263,0.9756,0.9690745718002319,0.08124150875064079
49,0.9678125,0.9435574841499329,0.10507662985008209,0.9724,0.9658136526107788,0.08965693855071441
