epoch,acc,acc_likelihood,loss,val_acc,val_acc_likelihood,val_loss
0,0.203125,0.17255427036434412,2.855526700615883,0.4445,0.2724385627746582,1.6455406206130982
1,0.328125,0.26674780808389187,2.0971414670348167,0.6322,0.4369866137504578,1.1300420944213867
2,0.498046875,0.3823122978210449,1.585622750222683,0.7401,0.5654323843002319,0.8457128933906555
3,0.576171875,0.4487799145281315,1.3186125978827477,0.7804,0.6259450571060181,0.7187985370635986
4,0.63671875,0.5191392097622156,1.0595457330346107,0.8141,0.6646293899536133,0.6232579089641571
5,0.693359375,0.5642028767615557,0.9533743821084499,0.8345,0.6972490197181702,0.5531412566900253
6,0.7265625,0.5860471092164516,0.8807953149080276,0.8486,0.7236946214675903,0.5059118241548538
7,0.6953125,0.5677395928651094,0.9279134832322598,0.86,0.7489235527992248,0.4619879296541214
8,0.748046875,0.629712700843811,0.7683596312999725,0.8724,0.7649692319869995,0.43494206564426424
9,0.78125,0.65981799736619,0.7046806383877993,0.8821,0.7836628057479859,0.40242924015522
10,0.775390625,0.6596890315413475,0.7129874974489212,0.8869,0.7983688124656677,0.377749558866024
11,0.796875,0.6917019933462143,0.6418389771133661,0.8906,0.8060440003395081,0.3607946250975132
12,0.818359375,0.700384471565485,0.5866759642958641,0.8951,0.8140725863456726,0.3469317997634411
13,0.8359375,0.7221099026501179,0.5261879749596119,0.9032,0.8252972340583802,0.32483285348415375
14,0.84765625,0.7383492179214954,0.49750389717519283,0.9029,0.8300520617485047,0.32026981172561647
15,0.853515625,0.7516048662364483,0.472699798643589,0.9082,0.8354313486099243,0.31147662393450737
16,0.849609375,0.7519159279763699,0.5102607347071171,0.9113,0.8432698404312133,0.29670162715911863
17,0.87890625,0.7697945833206177,0.4224406136199832,0.9105,0.8456843027114869,0.29626581812798974
18,0.861328125,0.7599406875669956,0.45202449057251215,0.9093,0.8446355571746826,0.2981334875613451
19,0.876953125,0.7806179858744144,0.41755777783691883,0.9162,0.851538643360138,0.281703822261095
20,0.8828125,0.7875036112964153,0.4171483125537634,0.9141,0.8501940456390381,0.2847819824576378
21,0.869140625,0.7803107909858227,0.40710670221596956,0.9186,0.8559951290130615,0.27584198486208916
22,0.89453125,0.8109815269708633,0.31980200484395027,0.9156,0.8593950304031373,0.2746063497543335
23,0.912109375,0.8163769319653511,0.3373884856700897,0.9181,0.86282266664505,0.26991631508022546
24,0.900390625,0.8075866848230362,0.3442185912281275,0.9246,0.8700297081947327,0.2521018735855818
25,0.873046875,0.8002185262739658,0.37531071715056896,0.9226,0.8729073762893677,0.2501908486068249
26,0.87890625,0.8128578811883926,0.34972076769918203,0.9203,0.8712843961715698,0.2550793737143278
27,0.896484375,0.830119363963604,0.3127966644242406,0.9246,0.8765488735198974,0.24698763649910688
28,0.90234375,0.8248460032045841,0.31166529562324286,0.926,0.8824124947547912,0.23951135555803776
29,0.90625,0.830562062561512,0.3169731153175235,0.926,0.8848198011398315,0.24083634454086422
30,0.908203125,0.841638870537281,0.29791295249015093,0.9293,0.8893870893478394,0.23257733198925853
31,0.916015625,0.8461988642811775,0.26861226186156273,0.9286,0.8902827107429504,0.23268410902395845
32,0.923828125,0.8540542870759964,0.2480692844837904,0.9276,0.8891058008193969,0.2368363698296249
33,0.9140625,0.8452146872878075,0.2559581291861832,0.9278,0.8910499416351318,0.2366017238907516
34,0.91015625,0.851572759449482,0.28673169459216297,0.9297,0.893727191543579,0.23174105197265743
35,0.900390625,0.8429276049137115,0.27632836997509,0.9303,0.8957689622879028,0.22846024451106786
36,0.9296875,0.8569269888103008,0.25643859431147575,0.9259,0.8909540546417236,0.24092560352385045
37,0.921875,0.8683023825287819,0.24196655955165625,0.9277,0.892251804637909,0.23732596792280675
38,0.931640625,0.8650079630315304,0.23130866652354598,0.9321,0.8978925662994385,0.2218484634131193
39,0.916015625,0.8555296584963799,0.28557000029832125,0.9313,0.8984862707138062,0.22416473121941088
40,0.93359375,0.8759247101843357,0.21732981922104955,0.9294,0.8976999655723572,0.22867323176786303
41,0.921875,0.8773842193186283,0.21650454821065068,0.9313,0.8999370184898376,0.22200128997564317
42,0.939453125,0.8826485462486744,0.2003886909224093,0.9302,0.8990515552520751,0.22463100893497467
43,0.931640625,0.8799036927521229,0.2150259306654334,0.933,0.9030805096626282,0.21659051617383956
44,0.9453125,0.8774783946573734,0.191873699426651,0.9319,0.904144140625,0.21595520561784506
45,0.955078125,0.8902267627418041,0.16949746804311872,0.9331,0.9057402827262878,0.21485619796179234
46,0.923828125,0.8702703975141048,0.23308013333007693,0.9355,0.9076229877471924,0.21126522909738124
47,0.951171875,0.891239695250988,0.1842062841169536,0.9355,0.9094291299819947,0.2076676250718534
48,0.939453125,0.8910127766430378,0.1955240317620337,0.9361,0.909744722366333,0.20797665587067604
49,0.953125,0.8991509489715099,0.1579638384282589,0.9356,0.9103981773376465,0.20660661165565253
