epoch,acc,acc_likelihood,loss,val_acc,val_acc_likelihood,val_loss
0,0.82485,0.7492146175384522,0.5619531932691733,0.9716,0.9515109781265259,0.0938872160781175
1,0.9309666666666667,0.8913688827514649,0.23181645793914796,0.9786,0.9692908721923829,0.0617552784409374
2,0.9465,0.9178459017117818,0.18070274048348267,0.984,0.9754420021057129,0.051301636673090976
3,0.9541666666666667,0.9293216573397318,0.1546028382184605,0.985,0.9781798125267028,0.044279275402240456
4,0.9596,0.937165025361379,0.13912344839759172,0.986,0.9805938877105713,0.04109701059809886
5,0.96305,0.9419665197690328,0.12968798470770318,0.9885,0.9818955079078674,0.03834468895129394
6,0.9656333333333333,0.9465371359507243,0.11831927048886816,0.9833,0.9781396943092346,0.04771507783043198
7,0.9686333333333333,0.9505867095947266,0.10864198652965328,0.9894,0.9848974271774292,0.031466317828488535
8,0.9688833333333333,0.9523740706125895,0.10615223413060108,0.9905,0.985387492275238,0.03103713379726978
9,0.9706666666666667,0.9541825752894084,0.10148386971503497,0.9894,0.9862837388992309,0.029489350072690285
10,0.9718,0.9559001428286235,0.0997083148556451,0.9903,0.9859247364044189,0.02858717179587111
11,0.9716666666666667,0.9563045714060465,0.09761260082175334,0.9899,0.9850624293327331,0.030757672201399692
12,0.9714833333333334,0.956242309697469,0.09692272493926188,0.9883,0.9849062524795532,0.032375774640357124
13,0.9727333333333333,0.9580940818786621,0.09224618941694498,0.9899,0.9859598251342774,0.03183600819697604
14,0.9741333333333333,0.9600175850550333,0.08936531920445462,0.9917,0.9875727602005004,0.025105043306213336
15,0.9753,0.9608156143506368,0.08604700685242812,0.9874,0.983664239025116,0.037976933385967276
16,0.9752833333333333,0.9622535069783529,0.08428216258510947,0.9919,0.9880774566650391,0.02520497920885682
17,0.976,0.9624823980013529,0.083745639440914,0.9914,0.9877141409873963,0.028599244691943748
18,0.9754,0.9621306244532267,0.08507344951760024,0.9912,0.9879315407752991,0.027815074806904885
19,0.9765666666666667,0.9638046654383341,0.08106581758049627,0.9905,0.9874267122268677,0.02717670802306384
20,0.9765333333333334,0.9636310456593832,0.07999735038982084,0.9912,0.9876845386505126,0.02671415037200786
21,0.9765833333333334,0.9639759670893351,0.0796568431801473,0.9918,0.9886847158432007,0.02569646725421189
22,0.97735,0.965104488213857,0.07773190869937341,0.9917,0.9885680889129639,0.02675419681998901
23,0.9779333333333333,0.96545362145106,0.07709941478514423,0.988,0.984567416381836,0.03738842045079218
24,0.97815,0.9661758540471395,0.07462431300127258,0.9919,0.988596960067749,0.027256063133408316
25,0.9779166666666667,0.9658099731127421,0.07637558620373408,0.9924,0.9892643437385559,0.023896170303982216
26,0.9779333333333333,0.9661851921399435,0.07495616893079132,0.9921,0.9892341605186462,0.024553547407360748
27,0.9786833333333333,0.9672096186002096,0.07160804089028389,0.9917,0.9887695164680481,0.02585206170718302
28,0.9779833333333333,0.9663704951286316,0.07569517782653372,0.9919,0.989143386554718,0.02428933158161817
29,0.9791666666666666,0.9676200594584147,0.07251967053133994,0.9912,0.9888572570800781,0.025421639221254736
30,0.979,0.9676087641398112,0.07216838441466292,0.9919,0.988966597366333,0.02659801969974651
31,0.9791833333333333,0.9676086759249369,0.0723614012669772,0.9923,0.9894475661277771,0.024537842750072012
32,0.9796666666666667,0.9687608343760172,0.06898969217532624,0.9916,0.9891814231872559,0.024251882479328198
33,0.9793,0.9681787328402202,0.07047465549365928,0.9915,0.9897278293609619,0.023585180763481185
34,0.9798666666666667,0.9690621049245198,0.06848390772119164,0.9913,0.98916950674057,0.02534626045334153
35,0.9788333333333333,0.9682046927769978,0.07036761369537563,0.9911,0.9886259264945984,0.026917404587974307
36,0.9802166666666666,0.9690855372428894,0.06875935379508882,0.992,0.9891770042419433,0.02565204619935248
37,0.9807833333333333,0.970085021909078,0.06707847098223865,0.9924,0.9895382363319397,0.023933046133408787
38,0.98025,0.9693347159703573,0.0666903043779234,0.9915,0.9886254965782165,0.02849382006137166
39,0.9801,0.9696563870747884,0.06745124454622467,0.9917,0.9899484218597412,0.02424651245995774
40,0.98125,0.9708159458478292,0.06489661399175724,0.9923,0.9898346790313721,0.02446631987452856
41,0.98095,0.9703999842325847,0.06553291966530184,0.9929,0.9904182817459106,0.022287932734965578
42,0.9816166666666667,0.9713621037801107,0.06206928375385081,0.993,0.9905931244850159,0.02221306961948867
43,0.9812333333333333,0.9710712597529093,0.06506569218312701,0.9917,0.9898037359237671,0.023554039161570835
44,0.9810333333333333,0.9711193140983582,0.06307924564940234,0.9927,0.9903473439216613,0.022129005738015985
45,0.9808666666666667,0.9708728218396505,0.06568866985629623,0.9922,0.9900219605445861,0.02243062172437785
46,0.9822666666666666,0.9719195669492086,0.06065781418547655,0.9928,0.9908635046005249,0.021410635218484093
47,0.98085,0.9708620330492655,0.06490439350757127,0.9921,0.9902886674880982,0.02355743736666627
48,0.9820333333333333,0.9720980456352234,0.062055783110794925,0.9926,0.9903934756278991,0.022819289898849092
49,0.9824666666666667,0.9726009828885396,0.0608755036694929,0.9929,0.9908700971603394,0.022814827466983115
